car_id,brand,model,year,kms_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,location,price
1273,Ford,Aspire,2006,29079,Petrol,Manual,Second,21.2,1197,75,5,Bangalore,2.02
1274,Maruti,Swift,2011,40753,CNG,Automatic,First,24.9,1998,78,7,Mumbai,3.86
1275,Toyota,Innova,2022,94309,Diesel,Automatic,Second,22.4,1998,117,7,Bangalore,6.65
1276,Honda,Amaze,2016,144431,Diesel,Automatic,First,16.7,1598,79,5,Mumbai,3.34
1277,Honda,Amaze,2018,21984,CNG,Manual,Third,15.2,1197,65,4,Bangalore,5.38
1278,Ford,Aspire,2018,87382,Petrol,Manual,Second,17.9,1197,90,5,Hyderabad,5.73
1279,Mahindra,XUV500,2020,98490,Diesel,Automatic,Third,15.0,1598,105,5,Mumbai,5.42
1280,Volkswagen,Vento,2010,46689,CNG,Automatic,First,17.9,1998,98,7,Delhi,3.0
1281,Ford,EcoSport,2007,22717,Petrol,Automatic,First,19.1,1197,88,4,Pune,3.09
1282,Hyundai,i10,2011,142574,Diesel,Automatic,First,18.9,1998,134,7,Pune,1.73
1283,Ford,Figo,2020,14123,Petrol,Automatic,First,16.4,998,73,7,Pune,7.94
1284,Honda,Jazz,2014,14493,CNG,Automatic,First,16.1,998,109,4,Hyderabad,6.52
1285,Hyundai,i10,2011,148007,Diesel,Automatic,Second,16.3,1598,68,4,Bangalore,1.68
1286,Toyota,Etios,2012,69207,Diesel,Manual,Third,16.3,998,98,4,Chennai,2.52
1287,Toyota,Etios,2022,134781,Petrol,Manual,Third,13.5,1197,116,4,Chennai,6.0
1288,Mahindra,Scorpio,2015,34998,CNG,Manual,First,16.2,1197,77,7,Hyderabad,5.44
1289,Toyota,Etios,2006,29489,CNG,Automatic,Third,19.0,1998,98,7,Delhi,2.32
1290,Hyundai,i20,2005,64305,CNG,Manual,Third,17.5,1598,69,4,Bangalore,1.5
1291,Hyundai,Verna,2012,112015,CNG,Automatic,Second,15.8,1197,84,7,Pune,3.46
1292,Maruti,Dzire,2016,24076,Petrol,Automatic,First,16.4,998,89,5,Hyderabad,6.41
1293,Mahindra,TUV300,2017,95557,Petrol,Automatic,Second,21.6,1598,136,4,Bangalore,4.62
1294,Ford,Figo,2018,58690,CNG,Automatic,First,16.5,1998,106,5,Kolkata,6.87
1295,Hyundai,Verna,2007,31505,Diesel,Manual,Second,23.5,1197,97,7,Chennai,1.5
1296,Honda,Amaze,2008,33991,Petrol,Automatic,Second,19.8,1497,107,5,Delhi,2.93
1297,Hyundai,i10,2010,122978,Diesel,Automatic,First,19.5,998,106,4,Bangalore,2.63
1298,Ford,EcoSport,2015,110987,Petrol,Automatic,Second,22.1,1598,98,4,Pune,3.7
1299,Ford,EcoSport,2021,54455,CNG,Automatic,First,18.4,1197,109,5,Bangalore,7.4
1300,Honda,Amaze,2009,26585,Petrol,Automatic,Second,19.1,1598,77,5,Chennai,3.08
1301,Mahindra,XUV500,2016,75981,Petrol,Automatic,Third,21.8,1998,89,4,Chennai,4.4
1302,Maruti,Swift,2014,11774,Diesel,Automatic,Third,13.9,1598,100,5,Chennai,5.19
1303,Honda,Amaze,2009,88757,Diesel,Manual,Second,24.5,1497,79,4,Chennai,1.5
1304,Honda,Amaze,2020,73550,Diesel,Automatic,Second,18.7,1598,117,5,Delhi,6.48
1305,Ford,EcoSport,2022,57166,CNG,Manual,Third,18.8,1598,97,7,Mumbai,6.75
1306,Toyota,Etios,2007,117254,CNG,Automatic,First,16.7,1497,89,4,Bangalore,1.5
1307,Volkswagen,Polo,2018,108825,Petrol,Automatic,Third,14.9,1598,88,7,Chennai,4.17
1308,Ford,Aspire,2018,19637,Diesel,Manual,First,21.6,1197,55,7,Pune,6.53
1309,Honda,City,2006,114757,Diesel,Automatic,First,19.1,998,116,4,Bangalore,1.5
1310,Hyundai,Verna,2021,67942,Diesel,Automatic,Second,16.3,1598,123,7,Hyderabad,6.32
1311,Volkswagen,Jetta,2009,100431,Petrol,Automatic,First,11.4,1497,94,5,Delhi,1.84
1312,Maruti,Dzire,2009,101312,Diesel,Automatic,Second,14.9,1197,99,7,Chennai,1.7
1313,Honda,Amaze,2008,124862,CNG,Automatic,Second,16.3,998,59,5,Delhi,1.5
1314,Mahindra,TUV300,2008,15920,Diesel,Manual,Third,20.0,1197,83,7,Mumbai,2.8
1315,Ford,EcoSport,2022,51978,Diesel,Automatic,Second,14.8,1197,54,5,Pune,7.41
1316,Hyundai,i10,2018,113699,Petrol,Manual,Second,17.9,1998,90,5,Chennai,4.31
1317,Maruti,Dzire,2011,63945,Diesel,Manual,Third,19.1,998,60,7,Mumbai,2.84
1318,Honda,Amaze,2011,129944,Petrol,Automatic,Third,17.8,1598,107,7,Pune,1.5
1319,Honda,Jazz,2017,112903,CNG,Manual,Second,19.4,1497,96,5,Hyderabad,4.27
1320,Hyundai,Verna,2014,32217,CNG,Manual,Second,19.9,998,112,4,Bangalore,4.55
1321,Maruti,Swift,2016,47056,CNG,Automatic,Second,20.1,1998,83,4,Hyderabad,6.18
1322,Toyota,Etios,2010,137577,CNG,Manual,Third,16.0,1197,121,5,Bangalore,1.5
1323,Hyundai,i10,2015,128227,CNG,Manual,Second,13.7,998,88,5,Mumbai,2.59
1324,Hyundai,i20,2022,142497,CNG,Automatic,Second,20.5,1598,72,5,Pune,5.73
1325,Mahindra,Scorpio,2020,53844,Petrol,Manual,First,12.3,1497,76,4,Bangalore,5.71
1326,Hyundai,Verna,2014,54094,Diesel,Automatic,Third,13.2,1998,100,4,Hyderabad,4.41
1327,Maruti,Baleno,2022,106170,CNG,Manual,Third,19.3,1598,66,7,Mumbai,5.65
1328,Toyota,Innova,2012,88042,Petrol,Automatic,Second,18.0,1497,62,4,Chennai,3.79
1329,Mahindra,XUV500,2012,65018,CNG,Automatic,Third,20.6,1998,81,7,Chennai,3.01
1330,Hyundai,Verna,2009,64164,Petrol,Manual,Third,18.6,1497,44,7,Bangalore,1.5
1331,Ford,Aspire,2010,94843,CNG,Automatic,Second,16.0,1998,65,5,Kolkata,1.96
1332,Ford,Aspire,2008,45543,Diesel,Manual,Second,23.4,1197,98,7,Kolkata,1.5
1333,Hyundai,i10,2009,94435,Petrol,Automatic,Second,19.7,1197,113,7,Pune,2.17
1334,Honda,Jazz,2018,108349,Diesel,Manual,Third,18.2,998,72,5,Hyderabad,4.38
1335,Volkswagen,Vento,2016,129195,Diesel,Automatic,Third,19.2,998,103,7,Delhi,3.63
1336,Volkswagen,Vento,2016,26601,CNG,Automatic,First,21.1,1598,74,4,Chennai,7.03
1337,Honda,Amaze,2014,98540,CNG,Manual,Third,18.6,1598,127,5,Pune,2.28
1338,Mahindra,XUV500,2006,36102,CNG,Automatic,First,23.2,998,89,4,Chennai,1.85
1339,Toyota,Innova,2018,63036,CNG,Manual,Third,16.5,1497,79,4,Kolkata,5.15
1340,Honda,City,2016,75638,Petrol,Automatic,Third,19.6,1197,74,4,Chennai,4.38
1341,Volkswagen,Vento,2012,122520,CNG,Manual,Third,24.4,998,120,4,Mumbai,1.57
1342,Toyota,Innova,2009,69294,CNG,Automatic,First,18.1,998,87,7,Bangalore,3.02
1343,Mahindra,XUV500,2018,44648,Diesel,Manual,First,14.9,1598,80,4,Pune,5.47
1344,Mahindra,XUV500,2008,92143,Diesel,Automatic,First,19.2,1598,98,4,Pune,1.62
1345,Volkswagen,Polo,2007,149069,CNG,Manual,Third,22.7,1197,60,5,Bangalore,1.5
1346,Volkswagen,Polo,2009,117927,CNG,Automatic,First,18.7,998,106,4,Mumbai,2.58
1347,Mahindra,XUV500,2017,102152,Diesel,Automatic,First,16.6,1197,107,5,Pune,5.24
1348,Maruti,Swift,2022,84690,CNG,Manual,Third,17.5,1497,103,4,Hyderabad,6.43
1349,Ford,Aspire,2011,112695,Diesel,Manual,First,13.3,1598,115,5,Delhi,2.84
1350,Hyundai,i20,2007,148487,Petrol,Automatic,Second,16.1,1197,93,5,Kolkata,1.5
1351,Mahindra,TUV300,2018,105790,CNG,Manual,Second,18.8,998,74,4,Hyderabad,4.25
1352,Maruti,Swift,2013,66555,Petrol,Manual,Second,17.9,1998,108,5,Pune,3.64
1353,Volkswagen,Jetta,2018,121037,CNG,Automatic,First,16.9,1998,100,7,Hyderabad,3.85
1354,Hyundai,i20,2007,91240,Petrol,Manual,First,21.4,1998,50,5,Chennai,1.5
1355,Ford,Aspire,2007,91309,CNG,Automatic,Third,14.6,1197,59,4,Mumbai,1.5
1356,Maruti,Baleno,2008,128848,CNG,Manual,Second,16.6,1197,92,4,Delhi,1.5
1357,Volkswagen,Polo,2005,52947,Diesel,Automatic,Third,19.4,1998,87,7,Bangalore,1.5
1358,Hyundai,i20,2009,80454,CNG,Manual,First,21.0,1497,75,5,Bangalore,1.5
1359,Ford,EcoSport,2013,30203,Diesel,Automatic,Third,16.7,1497,115,4,Chennai,4.52
1360,Mahindra,TUV300,2010,106387,Petrol,Automatic,First,17.0,1998,78,7,Pune,2.21
1361,Maruti,Swift,2021,10673,Petrol,Manual,First,24.2,998,93,5,Bangalore,8.4
1362,Toyota,Innova,2010,19270,CNG,Automatic,First,21.1,1497,90,4,Chennai,3.99
1363,Volkswagen,Vento,2013,30417,CNG,Automatic,First,17.4,1998,84,7,Delhi,5.07
1364,Hyundai,i10,2021,22039,Diesel,Manual,Second,20.2,1497,86,5,Bangalore,7.83
1365,Maruti,Dzire,2019,12089,Diesel,Manual,Second,17.8,1998,87,5,Pune,5.86
1366,Ford,EcoSport,2019,106540,CNG,Automatic,First,20.7,1998,92,4,Mumbai,6.47
1367,Maruti,Baleno,2005,71078,CNG,Automatic,Third,9.3,998,127,5,Delhi,1.5
1368,Mahindra,TUV300,2017,90612,Petrol,Manual,Third,21.3,1197,64,5,Chennai,4.29
1369,Maruti,Swift,2013,34386,Petrol,Manual,Third,14.8,1598,73,7,Bangalore,4.47
1370,Toyota,Corolla,2007,35054,CNG,Manual,Third,17.4,1598,89,4,Hyderabad,1.53
1371,Ford,EcoSport,2018,44264,Petrol,Automatic,Second,19.5,1497,88,5,Pune,6.5
1372,Mahindra,TUV300,2015,93376,Diesel,Automatic,First,25.2,998,84,4,Mumbai,4.73
1373,Mahindra,TUV300,2008,50739,Petrol,Manual,Second,21.2,1598,107,5,Chennai,2.28
1374,Maruti,Dzire,2016,64430,Diesel,Automatic,Second,19.9,1497,62,4,Delhi,5.93
1375,Hyundai,Verna,2014,20572,Petrol,Automatic,First,14.6,998,91,7,Mumbai,5.31
1376,Honda,Amaze,2021,22832,CNG,Automatic,Second,17.8,1197,92,4,Chennai,8.1
1377,Mahindra,Scorpio,2022,75497,Petrol,Automatic,First,19.3,1197,117,4,Delhi,8.02
1378,Maruti,Swift,2009,61939,Diesel,Automatic,Third,17.3,998,104,7,Hyderabad,2.46
1379,Honda,City,2005,26900,Petrol,Automatic,First,14.3,998,97,5,Delhi,2.31
1380,Maruti,Baleno,2006,54037,CNG,Automatic,Third,17.1,1598,113,5,Delhi,1.5
1381,Toyota,Corolla,2018,55300,Diesel,Manual,First,18.4,1497,82,5,Chennai,6.1
1382,Hyundai,i10,2012,87360,Diesel,Automatic,Third,14.7,1598,56,4,Delhi,3.35
1383,Honda,Amaze,2009,119899,Petrol,Manual,Third,15.5,1998,65,4,Chennai,1.5
1384,Mahindra,TUV300,2016,135746,CNG,Automatic,Second,16.1,1998,59,7,Bangalore,4.51
1385,Toyota,Etios,2010,16832,Diesel,Manual,First,21.0,1497,71,4,Kolkata,4.79
1386,Toyota,Corolla,2016,71017,Petrol,Manual,First,20.9,1197,79,5,Hyderabad,3.73
1387,Mahindra,TUV300,2006,67517,CNG,Automatic,Second,24.9,1197,57,4,Mumbai,1.5
1388,Ford,Figo,2016,17394,CNG,Automatic,Third,21.1,1998,134,4,Hyderabad,6.24
1389,Hyundai,i20,2022,91016,Petrol,Automatic,First,19.7,998,97,4,Mumbai,7.91
1390,Ford,EcoSport,2005,148005,Diesel,Manual,Second,20.3,1998,91,4,Kolkata,1.5
1391,Hyundai,i20,2010,94826,Petrol,Manual,First,17.8,1998,70,7,Mumbai,1.96
1392,Mahindra,XUV500,2021,105653,Petrol,Automatic,Third,12.9,1598,83,7,Delhi,5.29
1393,Honda,Amaze,2015,45769,Petrol,Automatic,Third,14.7,1598,89,7,Bangalore,5.28
1394,Hyundai,Verna,2022,103539,Petrol,Manual,Second,20.8,1497,54,7,Pune,5.73
1395,Honda,City,2010,10471,CNG,Automatic,Third,20.8,998,65,4,Hyderabad,3.18
1396,Honda,Jazz,2012,37291,Diesel,Manual,Second,19.7,998,66,4,Bangalore,3.61
1397,Honda,City,2007,98014,Diesel,Manual,Second,14.0,1197,73,4,Pune,1.5
1398,Maruti,Baleno,2013,38320,CNG,Manual,First,13.2,1598,94,5,Pune,4.42
1399,Toyota,Innova,2018,139258,Diesel,Automatic,Third,19.7,1598,89,4,Kolkata,4.6
1400,Toyota,Corolla,2012,52639,Diesel,Manual,First,18.4,1497,76,4,Bangalore,3.81
1401,Honda,City,2007,99602,Petrol,Automatic,First,19.6,998,86,7,Delhi,1.5
1402,Honda,Jazz,2020,18124,Diesel,Manual,Third,15.9,1598,72,4,Delhi,5.94
1403,Maruti,Baleno,2011,59803,Diesel,Automatic,Third,23.2,1497,60,5,Mumbai,2.36
1404,Maruti,Swift,2017,138699,Petrol,Manual,Second,15.8,998,103,5,Delhi,3.38
1405,Honda,Jazz,2020,62343,Petrol,Manual,First,21.7,1197,72,7,Bangalore,6.89
1406,Maruti,Baleno,2008,90832,Diesel,Automatic,Second,15.5,1497,128,4,Pune,1.5
1407,Ford,Figo,2010,107260,Diesel,Automatic,First,18.9,1598,98,4,Bangalore,2.56
1408,Toyota,Etios,2013,69308,Diesel,Manual,First,17.4,998,82,4,Pune,3.84
1409,Honda,Jazz,2018,69641,CNG,Manual,Second,17.6,1998,104,5,Hyderabad,6.41
1410,Volkswagen,Vento,2012,134849,Diesel,Manual,Second,16.3,998,58,7,Hyderabad,1.56
1411,Ford,Aspire,2009,41531,Diesel,Manual,First,25.7,1197,69,4,Mumbai,3.59
1412,Maruti,Baleno,2007,124135,Petrol,Manual,Third,23.0,1497,74,5,Pune,1.5
1413,Mahindra,XUV500,2007,111737,CNG,Automatic,Third,22.9,1497,77,5,Hyderabad,1.5
1414,Toyota,Innova,2021,119994,Petrol,Automatic,First,16.3,1197,65,7,Hyderabad,6.18
1415,Ford,EcoSport,2008,36474,Diesel,Automatic,Second,14.3,1497,86,5,Pune,2.09
1416,Toyota,Corolla,2020,19821,Petrol,Automatic,Second,18.7,1197,54,7,Hyderabad,7.77
1417,Volkswagen,Jetta,2017,20166,Diesel,Automatic,Third,20.5,1197,45,4,Pune,6.08
1418,Toyota,Etios,2016,15303,Diesel,Automatic,Second,21.7,1497,61,5,Kolkata,6.93
1419,Volkswagen,Jetta,2008,69757,Petrol,Automatic,Third,19.3,1598,71,5,Bangalore,1.5
1420,Volkswagen,Vento,2007,59266,Diesel,Manual,Second,19.7,1598,87,7,Kolkata,1.5
1421,Honda,City,2021,51673,Petrol,Automatic,Third,15.2,1998,88,5,Mumbai,6.16
1422,Mahindra,TUV300,2005,55544,Petrol,Manual,First,17.7,1197,67,4,Chennai,1.5
1423,Maruti,Baleno,2011,81821,Diesel,Automatic,Third,21.7,1598,107,7,Delhi,2.57
1424,Volkswagen,Polo,2012,107639,Diesel,Automatic,First,14.7,1598,79,7,Hyderabad,3.75
1425,Honda,Amaze,2010,77806,CNG,Manual,Second,18.4,998,131,5,Delhi,2.14
1426,Hyundai,Verna,2011,68025,CNG,Manual,Third,18.6,1197,79,5,Pune,2.11
1427,Toyota,Corolla,2005,12332,Diesel,Manual,Third,17.5,1197,99,7,Kolkata,1.5
1428,Maruti,Swift,2013,90074,CNG,Automatic,Second,15.6,1598,58,5,Chennai,2.48
1429,Honda,City,2019,89205,CNG,Automatic,Third,19.5,998,63,4,Hyderabad,4.24
1430,Volkswagen,Vento,2022,84102,Diesel,Manual,Second,19.2,998,135,5,Bangalore,6.61
1431,Volkswagen,Vento,2013,78458,CNG,Automatic,First,20.5,1197,87,7,Kolkata,4.08
1432,Hyundai,i10,2017,93777,CNG,Manual,Third,20.8,998,79,7,Chennai,4.06
1433,Honda,Amaze,2018,116063,Diesel,Manual,Third,19.0,1998,72,4,Bangalore,4.37
1434,Volkswagen,Jetta,2012,134711,CNG,Automatic,Third,17.5,1497,70,4,Kolkata,1.87
1435,Volkswagen,Jetta,2010,87013,Petrol,Automatic,First,15.3,1497,86,7,Kolkata,2.76
1436,Ford,EcoSport,2015,33409,Petrol,Automatic,First,21.3,1497,94,5,Kolkata,5.82
1437,Honda,Amaze,2013,87083,Diesel,Manual,Second,20.5,998,113,7,Hyderabad,3.24
1438,Ford,Aspire,2007,133789,Petrol,Manual,Third,18.0,1598,59,7,Bangalore,1.5
1439,Toyota,Innova,2009,46009,Petrol,Automatic,Second,17.1,1998,73,5,Mumbai,2.59
1440,Honda,Jazz,2010,31184,Diesel,Automatic,Third,18.2,1197,96,5,Pune,2.84
1441,Maruti,Swift,2019,81703,Petrol,Manual,Third,19.5,1197,86,5,Kolkata,3.98
1442,Mahindra,XUV500,2009,123694,CNG,Automatic,Second,15.2,1598,82,5,Chennai,1.5
1443,Maruti,Swift,2022,62275,CNG,Automatic,First,19.8,1497,116,7,Mumbai,8.66
1444,Maruti,Dzire,2005,75227,Petrol,Automatic,Second,17.4,1197,115,4,Chennai,1.5
1445,Ford,Aspire,2014,53783,Petrol,Manual,Second,17.0,1497,73,5,Pune,3.87
1446,Ford,Aspire,2021,98561,Diesel,Manual,Second,16.8,1598,88,5,Kolkata,6.01
1447,Hyundai,i10,2017,15013,Petrol,Manual,Third,18.0,1197,94,4,Pune,6.1
1448,Maruti,Dzire,2021,54298,Petrol,Automatic,Third,20.8,998,55,5,Pune,5.54
1449,Honda,Jazz,2006,22572,CNG,Manual,Third,20.8,998,58,4,Pune,1.5
1450,Maruti,Baleno,2019,109681,Petrol,Automatic,Second,14.5,1197,49,4,Pune,5.68
1451,Volkswagen,Jetta,2005,88935,Diesel,Manual,Third,20.3,1998,73,5,Hyderabad,1.5
1452,Ford,Aspire,2009,119792,Petrol,Manual,Second,16.4,998,93,4,Chennai,1.5
1453,Hyundai,Verna,2011,78942,CNG,Manual,Second,18.6,1598,85,5,Mumbai,2.61
1454,Maruti,Dzire,2020,64445,CNG,Automatic,Second,18.4,1197,66,4,Delhi,7.31
1455,Volkswagen,Polo,2008,139526,Petrol,Manual,Third,17.5,998,84,7,Pune,1.5
1456,Maruti,Baleno,2012,129734,Diesel,Automatic,Second,16.7,998,67,4,Kolkata,2.12
1457,Hyundai,i10,2014,104428,CNG,Automatic,Second,23.1,998,58,4,Kolkata,2.7
1458,Mahindra,XUV500,2005,46279,CNG,Manual,Second,22.4,1497,81,5,Hyderabad,1.5
1459,Honda,Jazz,2007,107680,Diesel,Manual,First,21.1,1598,73,5,Chennai,1.56
1460,Honda,Amaze,2020,120556,CNG,Manual,First,20.0,1197,75,7,Pune,6.67
1461,Maruti,Swift,2008,119059,CNG,Automatic,Third,16.2,1598,100,4,Hyderabad,1.5
1462,Toyota,Etios,2005,44250,Diesel,Automatic,First,21.9,1598,116,5,Delhi,1.63
1463,Maruti,Baleno,2015,13240,CNG,Manual,Third,15.7,1497,94,7,Hyderabad,4.4
1464,Volkswagen,Jetta,2008,123468,CNG,Manual,Second,24.0,1497,88,7,Pune,1.5
1465,Volkswagen,Vento,2009,24304,Petrol,Manual,Third,18.6,1598,58,5,Kolkata,1.63
1466,Hyundai,i10,2020,94052,Petrol,Automatic,Second,21.6,998,72,7,Mumbai,5.6
1467,Ford,Aspire,2017,115716,Petrol,Manual,Second,19.6,1598,109,7,Chennai,4.35
1468,Maruti,Baleno,2019,92853,Petrol,Automatic,Third,21.0,998,70,4,Chennai,4.53
1469,Toyota,Innova,2022,10044,Petrol,Automatic,Third,22.5,1998,79,4,Pune,7.97
1470,Volkswagen,Vento,2015,105248,Petrol,Manual,Second,22.0,1497,96,7,Kolkata,3.62
1471,Ford,Aspire,2020,105235,CNG,Automatic,First,24.5,998,72,7,Mumbai,6.86
1472,Maruti,Baleno,2016,86541,CNG,Automatic,Third,18.2,998,90,4,Mumbai,4.93
1473,Toyota,Innova,2018,38039,Diesel,Manual,First,19.5,998,96,5,Mumbai,6.98
1474,Toyota,Innova,2015,38250,Diesel,Manual,Third,16.9,1998,68,4,Kolkata,3.71
1475,Toyota,Etios,2021,45294,Diesel,Manual,Third,12.1,998,126,7,Chennai,5.94
1476,Mahindra,TUV300,2020,143256,Petrol,Manual,Third,17.3,1197,79,4,Chennai,4.29
1477,Volkswagen,Jetta,2015,142149,Diesel,Automatic,Third,20.4,1197,102,5,Chennai,2.37
1478,Honda,Amaze,2019,44962,Petrol,Automatic,Third,17.5,1998,91,5,Kolkata,6.08
1479,Volkswagen,Jetta,2015,66975,Petrol,Manual,Third,22.8,1497,95,7,Bangalore,4.03
1480,Volkswagen,Polo,2010,142092,CNG,Automatic,Third,20.0,998,108,5,Hyderabad,1.5
1481,Toyota,Corolla,2018,149959,Diesel,Automatic,First,14.1,1998,93,4,Delhi,4.38
1482,Toyota,Innova,2006,24838,Petrol,Automatic,First,16.4,1497,97,7,Bangalore,3.02
1483,Hyundai,i10,2014,63477,CNG,Manual,Second,18.1,1598,91,4,Hyderabad,4.68
1484,Mahindra,TUV300,2022,68800,CNG,Automatic,First,18.7,1998,137,7,Bangalore,8.21
1485,Volkswagen,Jetta,2006,110029,Diesel,Automatic,Third,12.7,1497,100,7,Delhi,1.5
1486,Maruti,Dzire,2013,63238,CNG,Automatic,First,21.9,1497,98,7,Hyderabad,4.37
1487,Volkswagen,Jetta,2011,60724,Diesel,Automatic,First,14.3,998,81,4,Mumbai,3.26
1488,Volkswagen,Jetta,2008,108880,Petrol,Automatic,Second,16.3,1998,97,5,Mumbai,1.86
1489,Hyundai,Verna,2013,11479,Diesel,Automatic,Third,19.2,1197,61,4,Mumbai,4.69
1490,Honda,Jazz,2006,88945,Diesel,Automatic,First,21.6,1497,73,7,Mumbai,1.5
1491,Hyundai,Verna,2007,142419,Petrol,Automatic,Third,18.0,1998,69,5,Delhi,1.5
1492,Honda,City,2011,97001,Diesel,Automatic,Second,17.6,1197,93,7,Hyderabad,2.02
1493,Toyota,Corolla,2005,40073,CNG,Automatic,Second,16.7,1197,99,7,Hyderabad,1.5
1494,Ford,EcoSport,2006,94131,Diesel,Manual,Second,23.2,1497,77,7,Pune,1.5
1495,Honda,City,2021,108293,CNG,Automatic,Second,20.8,998,57,5,Pune,5.35
1496,Hyundai,i20,2021,31586,Petrol,Manual,Third,13.4,1998,110,4,Pune,6.49
1497,Maruti,Swift,2011,121203,Petrol,Manual,Third,25.7,1598,74,7,Kolkata,1.5
1498,Maruti,Dzire,2009,16226,Diesel,Automatic,First,22.6,998,125,4,Delhi,4.81
1499,Hyundai,i20,2022,28465,CNG,Manual,Second,21.6,1598,105,5,Chennai,8.03
1500,Volkswagen,Vento,2018,92943,Petrol,Automatic,Third,20.3,998,74,7,Delhi,4.43
1501,Volkswagen,Jetta,2007,21931,CNG,Manual,Second,18.0,1998,82,4,Bangalore,1.63
1502,Mahindra,TUV300,2014,32676,Diesel,Automatic,Second,20.1,1598,104,7,Delhi,4.99
1503,Toyota,Innova,2022,67636,Petrol,Automatic,Third,22.4,1497,62,7,Mumbai,6.85
1504,Honda,Jazz,2016,12922,CNG,Manual,First,15.8,998,48,4,Hyderabad,6.1
1505,Ford,Figo,2022,32315,Diesel,Manual,Third,17.6,1497,115,4,Chennai,7.47
1506,Volkswagen,Jetta,2009,52193,Petrol,Manual,Third,14.9,1497,122,4,Delhi,2.17
1507,Hyundai,Verna,2006,130917,CNG,Manual,Second,19.7,998,80,5,Delhi,1.5
1508,Hyundai,Verna,2020,96730,Diesel,Manual,Third,16.9,1197,107,4,Bangalore,6.01
1509,Ford,EcoSport,2011,93305,Diesel,Automatic,Second,22.6,1998,75,7,Bangalore,1.97
1510,Volkswagen,Jetta,2009,105549,Diesel,Automatic,First,18.4,998,50,5,Mumbai,2.15
1511,Mahindra,XUV500,2018,82529,Diesel,Manual,Third,17.6,1497,76,5,Chennai,3.75
1512,Toyota,Etios,2014,137656,CNG,Manual,First,19.5,1998,74,4,Kolkata,2.26
1513,Honda,City,2022,61493,Diesel,Manual,Third,9.4,998,84,4,Kolkata,7.46
1514,Ford,Aspire,2005,116203,CNG,Manual,First,23.0,1998,76,5,Hyderabad,1.5
1515,Ford,Figo,2009,105897,Diesel,Manual,Third,19.4,1497,65,4,Chennai,1.5
1516,Ford,Aspire,2007,114014,Diesel,Manual,Third,20.3,1197,110,7,Pune,1.5
1517,Hyundai,Verna,2009,126974,Petrol,Manual,Third,17.4,1998,67,7,Kolkata,1.5
1518,Hyundai,Verna,2020,104056,Petrol,Manual,Second,17.3,1197,92,4,Bangalore,5.88
1519,Honda,City,2006,64204,CNG,Automatic,Second,15.6,1598,115,5,Delhi,1.5
1520,Maruti,Dzire,2015,37059,CNG,Automatic,Third,17.9,1497,70,7,Hyderabad,3.55
1521,Ford,EcoSport,2017,109226,Diesel,Manual,Third,20.7,1497,100,5,Mumbai,3.47
1522,Ford,Figo,2016,100448,Diesel,Automatic,Third,18.2,998,95,7,Mumbai,3.11
1523,Toyota,Innova,2012,30208,CNG,Automatic,First,16.4,1197,101,4,Mumbai,4.07
1524,Honda,Jazz,2008,70383,Diesel,Automatic,Third,18.9,998,58,5,Pune,1.53
1525,Toyota,Etios,2011,52269,CNG,Automatic,First,17.9,1197,53,4,Mumbai,4.44
1526,Ford,Aspire,2010,45317,CNG,Manual,Third,15.8,1197,69,4,Mumbai,2.19
1527,Honda,City,2021,116287,CNG,Manual,Third,21.4,1497,65,4,Mumbai,5.11
1528,Toyota,Corolla,2020,136266,Petrol,Manual,Second,19.3,1998,99,4,Kolkata,4.86
1529,Ford,EcoSport,2021,79342,Petrol,Automatic,Second,16.9,1998,68,7,Delhi,6.86
1530,Hyundai,i20,2017,44658,Petrol,Manual,First,14.8,1998,27,7,Pune,6.13
1531,Toyota,Innova,2008,56510,Diesel,Manual,Third,20.7,1998,38,4,Delhi,1.5
1532,Toyota,Corolla,2009,10314,CNG,Automatic,Third,19.9,1598,126,5,Kolkata,2.9
1533,Maruti,Dzire,2021,122448,Petrol,Automatic,Second,15.8,1497,81,7,Kolkata,6.64
1534,Volkswagen,Jetta,2008,121539,Petrol,Automatic,Second,16.1,1197,69,4,Bangalore,1.5
1535,Ford,Aspire,2018,77582,Petrol,Manual,Third,15.1,998,87,7,Hyderabad,5.46
1536,Maruti,Dzire,2005,108311,CNG,Manual,Third,19.0,1497,80,5,Bangalore,1.5
1537,Maruti,Swift,2018,76488,Diesel,Automatic,Third,13.3,1497,103,7,Bangalore,5.13
1538,Volkswagen,Vento,2011,118325,CNG,Automatic,First,17.5,1497,149,7,Hyderabad,2.68
1539,Toyota,Etios,2014,100270,CNG,Automatic,Third,15.7,1197,76,7,Delhi,3.67
1540,Volkswagen,Polo,2019,52413,Petrol,Manual,Third,18.3,1598,56,5,Kolkata,6.01
1541,Ford,Aspire,2006,52136,Diesel,Manual,First,16.0,1197,122,5,Hyderabad,1.9
1542,Toyota,Innova,2007,78967,Petrol,Automatic,First,16.7,1998,111,4,Pune,1.75
1543,Toyota,Etios,2021,85096,CNG,Manual,First,20.6,1598,95,5,Delhi,6.27
1544,Hyundai,Verna,2021,84974,Petrol,Manual,Third,16.1,1998,106,7,Pune,5.53
1545,Hyundai,Verna,2010,19453,Diesel,Manual,Third,16.8,998,66,4,Delhi,2.82
1546,Honda,Amaze,2016,113584,Diesel,Manual,Third,24.2,998,64,7,Pune,3.14
